TOIECALUNIT06,Toiec A Listening Unit 6
performance review;đánh giá năng lực;undefined
suitcase;va li;undefined
unfortunately;không may;undefined
give sb a ride / lift;cho ai đó đi nhờ;undefined
cab;xe taxi;undefined
give it a try;thử làm gì;undefined
graduation;tốt nghiệp;undefined
ceremony;buổi lễ;undefined
feature;có sự xuất hiện của, bao gồm;undefined
range from A to B;từ A đến B;undefined
grill;nướng;undefined
fishing equipment;đồ câu cá;undefined
hiking clothes;đồ leo núi;undefined
set of tool;bộ dụng cụ;undefined
line of products;dòng sản phẩm;undefined
complimentary;miễn phí;undefined
free of charge;miễn phí;undefined
trial period;thời hạn dùng thử;undefined
water resistant;chống nước;undefined
charge;sạc;undefined
digital camera;máy ảnh kỹ thuật số;undefined
previous;trước đó;undefined
guarantee;đảm bảo;undefined
tropical;nhiệt đới;undefined
accurate;chính xác;undefined
affordable;giá cả phải chăng;undefined
tuition;học phí;undefined
length;độ dài;undefined
durability;độ bền;undefined
sample;mẫu;undefined
medication;thuốc;undefined
prescription;toa thuốc, đơn thuốc;n
orchestra;dàn nhạc giao hưởng;n
unleaded;không có chì;adj
overdue;quá chậm, quá hạn;adj
checkbook;sổ séc;adj
compact.;nhỏ gọn;adj
exhibit;trưng bày, triển lãm; vật trưng bày, vật triển lãm;adj
canned;được đóng hộp;adj
proofread;đọc và sửa bản in thử;adj
immediately;ngay lập tức;adv
fuel- efficient;tiết kiệm nhiên liệu;adv
