TOIECALUNIT12,Toiec A Listening Unit 12
run out of;hết, cạn kiệt;undefined
renovate;cải tiến, đổi mới;undefined
depend on;phụ thuộc;undefined
inspire;truyền cảm hứng;undefined
auditorium;khán phòng;undefined
break down;hỏng;undefined
gas station;trạm xăng;undefined
speech;bài phát biểu;undefined
fax;gửi fax;undefined
on a business trip;đi công tác;undefined
exceptional work;công việc đặc biệt;undefined
retirement;nghỉ hưu;undefined
faculty;khoa;undefined
coordinator;điều phối viên;undefined
raffle;xổ số;undefined
express one's gratitude;bày tỏ lòng biết ơn;undefined
architect;kiến trúc sư;undefined
construction;sự xây dựng;undefined
criteria;tiêu chí;undefined
a round of applause;một tràng pháo tay;undefined
congratulation;lời chúc mừng;undefined
proud to accounce;tự hào thông báo;undefined
anniversary celebration;lễ kỉ niệm;undefined
journalist;nhà báo;undefined
judge;đánh giá;undefined
eco-friendly;thân thiện với môi trường;undefined
honor;vinh danh;undefined
founder;người sáng lập;undefined
extraordinary;phi thường;undefined
contribution;sự đóng góp;undefined
banquet;bữa tiệc lớn;undefined
error;sai sót, lỗi;undefined
