TOIECARUNIT04,Toiec A Reading Unit 4
certain;chắc chắn, nhất định;adj
populous;đông dân cư;adj
imitation;noi gương, bắt chước;adj
variety;sự đa dạng;N
tough;khó khăn, khắc nghiệt;adj
achievement;thành tích, thành tựu;N
rival;đối thủ, địch thủ; đối địch, cạnh tranh;v
Entrepreneur;doanh nhân;N
routing;định tuyến;N
practice;thói quen, thông lệ, thường lệ;N
coverage;phủ sóng;N
region;khu vực, vùng, miền;N
participate;tham gia, bị lôi cuốn vào;v
strive;cố gắng, phấn đấu;v
retreat;rút lui, nghỉ dưỡng;N
workshop;hội thảo chuyên đề;N
advantage;sự thuận lợi, hoàn cảnh thuận lợi; mối lợi;N
slot;chỗ;N
related;(+to) có liên quan, có quan hệ với ai, cái gì;adj
unfortunately;Không may thay, đáng tiếc thay;adv
reimburse;hoàn lại, trả lại;v
charge;phí;N
appreciate;đánh giá cao, hiểu rõ giá trị;v
prompt;nhanh chóng, ngay tức thì;adj
policy;chính sách;N
manual;sách hướng dẫn;N
responsibility;trách nhiệm;undefined
handle;xử lý;undefined
package;kiện hàng, gói hàng;undefined
permission;sự cho phép;undefined
turnover;doanh thu;undefined
exceed;vượt quá;undefined
favorable;thuận lợi;undefined
customer service;dịch vụ chăm sóc khách hàng;undefined
bank account;tài khoản ngân hàng;undefined
sales figure;doanh số bán hàng;undefined
job opening;cơ hội việc làm;undefined
interest rate;lãi suất;undefined
safety rule;quy định an toàn;undefined
admission fee;phí vào cửa;undefined
expiration date;ngày hết hạn;undefined
emphasize;nhấn mạnh;undefined
specialist;chuyên gia;undefined
critic;nhà phê bình;undefined
academic experience;kinh nghiệm học thuật;undefined
managerial skills;kĩ năng quản lí;undefined
willingness;tự nguyện;undefined
regulation;quy định, quy tắc;undefined
incomparable;không thể so sánh được;undefined
manual;sách hướng dẫn;undefined
income tax;thuế thu nhập;undefined
work permit;giấy phép làm việc;undefined
