TOIECALUNIT11,Toiec A Listening Unit 11
make an offer;đưa ra đề nghị;undefined
parcel;bưu kiện;undefined
today's special;món đặc biệt của ngày hôm nay;undefined
entreé;món chính;undefined
ingredient;nguyên liệu, thành phần;undefined
seasoning;gia vị;undefined
order a meal;gọi món;undefined
catering service;dịch vụ ăn uống;undefined
server;người phục vụ;undefined
mash;nghiền;undefined
breast;ức;undefined
meatball;thịt viên;undefined
bean;đậu;undefined
real estate agency;trung tâm môi giới bất động sản;undefined
utilities;các tiện ích;undefined
furnished;được trang bị đồ đạc, nội thất;undefined
tenant;người thuê nhà;undefined
spacious;rộng rãi;undefined
rent;tiền thuê nhà;undefined
symptom;triệu chứng;undefined
take medicine;uống thuốc;undefined
make an appointment;đặt lịch hẹn;undefined
regular check up;khám định kì;undefined
get a shot;tiêm;undefined
patient;bệnh nhân;undefined
run out of;hết, cạn kiệt;undefined
refer to;tham khảo;undefined
training session;khóa đào tạo;undefined
cough;ho;undefined
division;phòng ban;undefined
grocery store;tiệm tạp hóa;undefined
selection;sự lựa chọn;undefined
nutrient;chất dinh dưỡng;undefined
state-of-the-art;hiện đại nhất;undefined
consultation;tư vấn;undefined
excessive;quá mức, quá đáng;undefined
collision;sự va chạm;undefined
satellite;vệ tinh nhân tạo;undefined
temperature;nhiệt độ;undefined
accommodate;dàn xếp, đáp ứng;v
gathering;sự tập hợp, sự tụ tập;n
inclement;khắc nghiệt;n
continental;thuộc lục địa;n
exceed;vượt quá;n
dedicated;tận tụy, tận tâm;adj
drastically;mạnh mẽ, quyết liệt;adj
demonstrate;chứng minh, giải thích;adj
ingredient;nguyên liệu;adj
recipe;công thức nấu ăn;adj
pamphlet;cuốn sách nhỏ;adj
separate;riêng biệt;adj
native;bản địa;adj
architecture;kiến trúc học;adj
carved;được chạm, khắc;adj
steel;thép, ngành thép;n
ceramic;gốm sứ;n
interrupt;làm gián đoạn, ngắt lời;v
extension;sự mở rộng;v
mashed;nghiền;v
specialty;đặc sản;v
surpass;vượt qua;v
superior;cao, chất lượng cao;adj
